Region/Country/Area,,Year,Series,Value
446,"China, Macao SAR",2005,"Infant mortality for both sexes (per 1,000 live births)",4.919
446,"China, Macao SAR",2005,Life expectancy at birth for both sexes (years),80.97
446,"China, Macao SAR",2005,Life expectancy at birth for males (years),78.2
446,"China, Macao SAR",2005,Life expectancy at birth for females (years),83.6
446,"China, Macao SAR",2010,Population annual rate of increase (percent),2.171
446,"China, Macao SAR",2010,Total fertility rate (children per women),0.98
446,"China, Macao SAR",2010,"Infant mortality for both sexes (per 1,000 live births)",3.796
446,"China, Macao SAR",2010,Life expectancy at birth for both sexes (years),82.069
446,"China, Macao SAR",2010,Life expectancy at birth for males (years),79.12
446,"China, Macao SAR",2010,Life expectancy at birth for females (years),84.88
446,"China, Macao SAR",2015,Population annual rate of increase (percent),2.243
446,"China, Macao SAR",2015,Total fertility rate (children per women),1.19
446,"China, Macao SAR",2015,"Infant mortality for both sexes (per 1,000 live births)",3.06
446,"China, Macao SAR",2015,Life expectancy at birth for both sexes (years),83.285
446,"China, Macao SAR",2015,Life expectancy at birth for males (years),80.29
446,"China, Macao SAR",2015,Life expectancy at birth for females (years),86.19
170,Colombia,2005,Population annual rate of increase (percent),1.468
170,Colombia,2005,Total fertility rate (children per women),2.44
170,Colombia,2005,"Infant mortality for both sexes (per 1,000 live births)",19.505
170,Colombia,2005,"Maternal mortality ratio (deaths per 100,000 population)",79.7986
170,Colombia,2005,Life expectancy at birth for both sexes (years),73.646
170,Colombia,2005,Life expectancy at birth for males (years),70.38
170,Colombia,2005,Life expectancy at birth for females (years),76.9
170,Colombia,2010,Population annual rate of increase (percent),1.173
170,Colombia,2010,Total fertility rate (children per women),2.1
170,Colombia,2010,"Infant mortality for both sexes (per 1,000 live births)",16.946
170,Colombia,2010,"Maternal mortality ratio (deaths per 100,000 population)",72.0166
170,Colombia,2010,Life expectancy at birth for both sexes (years),74.828
170,Colombia,2010,Life expectancy at birth for males (years),71.73
170,Colombia,2010,Life expectancy at birth for females (years),77.91
170,Colombia,2015,Population annual rate of increase (percent),0.991
170,Colombia,2015,Total fertility rate (children per women),1.92
170,Colombia,2015,"Infant mortality for both sexes (per 1,000 live births)",14.438
170,Colombia,2015,"Maternal mortality ratio (deaths per 100,000 population)",64.3258
170,Colombia,2015,Life expectancy at birth for both sexes (years),75.993
170,Colombia,2015,Life expectancy at birth for males (years),73.08
170,Colombia,2015,Life expectancy at birth for females (years),78.88
174,Comoros,2005,Population annual rate of increase (percent),2.404
174,Comoros,2005,Total fertility rate (children per women),5.2
174,Comoros,2005,"Infant mortality for both sexes (per 1,000 live births)",72.527
174,Comoros,2005,"Maternal mortality ratio (deaths per 100,000 population)",435.8409
174,Comoros,2005,Life expectancy at birth for both sexes (years),59.602
174,Comoros,2005,Life expectancy at birth for males (years),58.01
174,Comoros,2005,Life expectancy at birth for females (years),61.24
174,Comoros,2010,Population annual rate of increase (percent),2.403
174,Comoros,2010,Total fertility rate (children per women),4.9
174,Comoros,2010,"Infant mortality for both sexes (per 1,000 live births)",66.629
174,Comoros,2010,"Maternal mortality ratio (deaths per 100,000 population)",387.8713
174,Comoros,2010,Life expectancy at birth for both sexes (years),60.886
174,Comoros,2010,Life expectancy at birth for males (years),59.31
174,Comoros,2010,Life expectancy at birth for females (years),62.51
174,Comoros,2015,Population annual rate of increase (percent),2.395
174,Comoros,2015,Total fertility rate (children per women),4.6
174,Comoros,2015,"Infant mortality for both sexes (per 1,000 live births)",58.061
174,Comoros,2015,"Maternal mortality ratio (deaths per 100,000 population)",335.2317
174,Comoros,2015,Life expectancy at birth for both sexes (years),62.825
174,Comoros,2015,Life expectancy at birth for males (years),61.2
174,Comoros,2015,Life expectancy at birth for females (years),64.5
178,Congo,2005,Population annual rate of increase (percent),2.941
178,Congo,2005,Total fertility rate (children per women),4.85
178,Congo,2005,"Infant mortality for both sexes (per 1,000 live births)",72.231
178,Congo,2005,"Maternal mortality ratio (deaths per 100,000 population)",595.7697
178,Congo,2005,Life expectancy at birth for both sexes (years),53.345
178,Congo,2005,Life expectancy at birth for males (years),52.26
178,Congo,2005,Life expectancy at birth for females (years),54.34
178,Congo,2010,Population annual rate of increase (percent),3.305
178,Congo,2010,Total fertility rate (children per women),4.8
178,Congo,2010,"Infant mortality for both sexes (per 1,000 live births)",52.482
178,Congo,2010,"Maternal mortality ratio (deaths per 100,000 population)",508.7469
178,Congo,2010,Life expectancy at birth for both sexes (years),58.183
178,Congo,2010,Life expectancy at birth for males (years),57.04
178,Congo,2010,Life expectancy at birth for females (years),59.24
178,Congo,2015,Population annual rate of increase (percent),2.555
178,Congo,2015,Total fertility rate (children per women),4.7
178,Congo,2015,"Infant mortality for both sexes (per 1,000 live births)",41.417
178,Congo,2015,"Maternal mortality ratio (deaths per 100,000 population)",441.9968
178,Congo,2015,Life expectancy at birth for both sexes (years),61.656
178,Congo,2015,Life expectancy at birth for males (years),60.51
178,Congo,2015,Life expectancy at birth for females (years),62.74
184,Cook Islands,2001,Life expectancy at birth for males (years),68
184,Cook Islands,2001,Life expectancy at birth for females (years),74
184,Cook Islands,2005,Population annual rate of increase (percent),1.683
184,Cook Islands,2006,Life expectancy at birth for males (years),69.5
184,Cook Islands,2006,Life expectancy at birth for females (years),76.2
184,Cook Islands,2010,Population annual rate of increase (percent),-1.219
184,Cook Islands,2011,Total fertility rate (children per women),2.6
184,Cook Islands,2013,"Infant mortality for both sexes (per 1,000 live births)",3.6
184,Cook Islands,2013,Life expectancy at birth for both sexes (years),75.3
184,Cook Islands,2013,Life expectancy at birth for males (years),71.7
184,Cook Islands,2013,Life expectancy at birth for females (years),79.6
184,Cook Islands,2015,Population annual rate of increase (percent),-1.215
188,Costa Rica,2005,Population annual rate of increase (percent),1.568
188,Costa Rica,2005,Total fertility rate (children per women),2.15
188,Costa Rica,2005,"Infant mortality for both sexes (per 1,000 live births)",10.89
188,Costa Rica,2005,"Maternal mortality ratio (deaths per 100,000 population)",31.2931
188,Costa Rica,2005,Life expectancy at birth for both sexes (years),77.813
188,Costa Rica,2005,Life expectancy at birth for males (years),75.5
188,Costa Rica,2005,Life expectancy at birth for females (years),80.18
188,Costa Rica,2010,Population annual rate of increase (percent),1.318
188,Costa Rica,2010,Total fertility rate (children per women),1.94
188,Costa Rica,2010,"Infant mortality for both sexes (per 1,000 live births)",10.023
188,Costa Rica,2010,"Maternal mortality ratio (deaths per 100,000 population)",28.8791
188,Costa Rica,2010,Life expectancy at birth for both sexes (years),78.416
188,Costa Rica,2010,Life expectancy at birth for males (years),76.06
188,Costa Rica,2010,Life expectancy at birth for females (years),80.83
188,Costa Rica,2015,Population annual rate of increase (percent),1.148
188,Costa Rica,2015,Total fertility rate (children per women),1.8507
188,Costa Rica,2015,"Infant mortality for both sexes (per 1,000 live births)",9.333
188,Costa Rica,2015,"Maternal mortality ratio (deaths per 100,000 population)",25.1496
188,Costa Rica,2015,Life expectancy at birth for both sexes (years),79.158
188,Costa Rica,2015,Life expectancy at birth for males (years),76.7
188,Costa Rica,2015,Life expectancy at birth for females (years),81.69
384,Côte d’Ivoire,2005,Population annual rate of increase (percent),2.185
384,Côte d’Ivoire,2005,Total fertility rate (children per women),5.68
384,Côte d’Ivoire,2005,"Infant mortality for both sexes (per 1,000 live births)",87.924
384,Côte d’Ivoire,2005,"Maternal mortality ratio (deaths per 100,000 population)",742.0795
384,Côte d’Ivoire,2005,Life expectancy at birth for both sexes (years),49.47
384,Côte d’Ivoire,2005,Life expectancy at birth for males (years),48
384,Côte d’Ivoire,2005,Life expectancy at birth for females (years),51.22
384,Côte d’Ivoire,2010,Population annual rate of increase (percent),2.243
384,Côte d’Ivoire,2010,Total fertility rate (children per women),5.25
384,Côte d’Ivoire,2010,"Infant mortality for both sexes (per 1,000 live births)",77.201
384,Côte d’Ivoire,2010,"Maternal mortality ratio (deaths per 100,000 population)",716.7483
384,Côte d’Ivoire,2010,Life expectancy at birth for both sexes (years),51.415
384,Côte d’Ivoire,2010,Life expectancy at birth for males (years),49.99
384,Côte d’Ivoire,2010,Life expectancy at birth for females (years),53.04
384,Côte d’Ivoire,2015,Population annual rate of increase (percent),2.465
384,Côte d’Ivoire,2015,Total fertility rate (children per women),4.95
384,Côte d’Ivoire,2015,"Infant mortality for both sexes (per 1,000 live births)",67.463
384,Côte d’Ivoire,2015,"Maternal mortality ratio (deaths per 100,000 population)",644.9901
384,Côte d’Ivoire,2015,Life expectancy at birth for both sexes (years),54.628
384,Côte d’Ivoire,2015,Life expectancy at birth for males (years),53.49
384,Côte d’Ivoire,2015,Life expectancy at birth for females (years),55.92
191,Croatia,2005,Population annual rate of increase (percent),-0.227
191,Croatia,2005,Total fertility rate (children per women),1.41
191,Croatia,2005,"Infant mortality for both sexes (per 1,000 live births)",6.516
191,Croatia,2005,"Maternal mortality ratio (deaths per 100,000 population)",10.6545
191,Croatia,2005,Life expectancy at birth for both sexes (years),74.937
191,Croatia,2005,Life expectancy at birth for males (years),71.36
191,Croatia,2005,Life expectancy at birth for females (years),78.43
191,Croatia,2010,Population annual rate of increase (percent),-0.229
191,Croatia,2010,Total fertility rate (children per women),1.522
191,Croatia,2010,"Infant mortality for both sexes (per 1,000 live births)",5.75
191,Croatia,2010,"Maternal mortality ratio (deaths per 100,000 population)",10.2658
191,Croatia,2010,Life expectancy at birth for both sexes (years),76.095
191,Croatia,2010,Life expectancy at birth for males (years),72.57
191,Croatia,2010,Life expectancy at birth for females (years),79.53
191,Croatia,2015,Population annual rate of increase (percent),-0.445
191,Croatia,2015,Total fertility rate (children per women),1.488
191,Croatia,2015,"Infant mortality for both sexes (per 1,000 live births)",4.261
191,Croatia,2015,"Maternal mortality ratio (deaths per 100,000 population)",8.4798
191,Croatia,2015,Life expectancy at birth for both sexes (years),77.449
191,Croatia,2015,Life expectancy at birth for males (years),74.21
191,Croatia,2015,Life expectancy at birth for females (years),80.62
192,Cuba,2005,Population annual rate of increase (percent),0.241
192,Cuba,2005,Total fertility rate (children per women),1.59
192,Cuba,2005,"Infant mortality for both sexes (per 1,000 live births)",6.126
192,Cuba,2005,"Maternal mortality ratio (deaths per 100,000 population)",41.2419
192,Cuba,2005,Life expectancy at birth for both sexes (years),77.164
192,Cuba,2005,Life expectancy at birth for males (years),75.29
192,Cuba,2005,Life expectancy at birth for females (years),79.09
192,Cuba,2010,Population annual rate of increase (percent),-0.064
192,Cuba,2010,Total fertility rate (children per women),1.577
192,Cuba,2010,"Infant mortality for both sexes (per 1,000 live births)",5.34
192,Cuba,2010,"Maternal mortality ratio (deaths per 100,000 population)",43.77
192,Cuba,2010,Life expectancy at birth for both sexes (years),78.11
192,Cuba,2010,Life expectancy at birth for males (years),76.13
192,Cuba,2010,Life expectancy at birth for females (years),80.14
192,Cuba,2015,Population annual rate of increase (percent),0.176
192,Cuba,2015,Total fertility rate (children per women),1.706
192,Cuba,2015,"Infant mortality for both sexes (per 1,000 live births)",4.802
192,Cuba,2015,"Maternal mortality ratio (deaths per 100,000 population)",39.1641
192,Cuba,2015,Life expectancy at birth for both sexes (years),78.458
192,Cuba,2015,Life expectancy at birth for males (years),76.51
192,Cuba,2015,Life expectancy at birth for females (years),80.43
531,Curaçao,2005,Population annual rate of increase (percent),-0.307
531,Curaçao,2005,Total fertility rate (children per women),2.26
531,Curaçao,2005,"Infant mortality for both sexes (per 1,000 live births)",14.672
531,Curaçao,2005,Life expectancy at birth for both sexes (years),74.995
531,Curaçao,2005,Life expectancy at birth for males (years),71.2
531,Curaçao,2005,Life expectancy at birth for females (years),78.59
531,Curaçao,2010,Population annual rate of increase (percent),2.734
531,Curaçao,2010,Total fertility rate (children per women),2.18
531,Curaçao,2010,"Infant mortality for both sexes (per 1,000 live births)",12.978
531,Curaçao,2010,Life expectancy at birth for both sexes (years),76.118
531,Curaçao,2010,Life expectancy at birth for males (years),72.65
531,Curaçao,2010,Life expectancy at birth for females (years),79.38
531,Curaçao,2015,Population annual rate of increase (percent),1.38
531,Curaçao,2015,Total fertility rate (children per women),2.12
531,Curaçao,2015,"Infant mortality for both sexes (per 1,000 live births)",10.268
531,Curaçao,2015,Life expectancy at birth for both sexes (years),77.774
531,Curaçao,2015,Life expectancy at birth for males (years),74.5
531,Curaçao,2015,Life expectancy at birth for females (years),80.7
196,Cyprus,2005,Population annual rate of increase (percent),1.713
196,Cyprus,2005,Total fertility rate (children per women),1.591
196,Cyprus,2005,"Infant mortality for both sexes (per 1,000 live births)",5.587
196,Cyprus,2005,"Maternal mortality ratio (deaths per 100,000 population)",11.8269
196,Cyprus,2005,Life expectancy at birth for both sexes (years),78.339
196,Cyprus,2005,Life expectancy at birth for males (years),76.25
196,Cyprus,2005,Life expectancy at birth for females (years),80.45
196,Cyprus,2010,Population annual rate of increase (percent),1.589
196,Cyprus,2010,Total fertility rate (children per women),1.48
196,Cyprus,2010,"Infant mortality for both sexes (per 1,000 live births)",4.349
196,Cyprus,2010,"Maternal mortality ratio (deaths per 100,000 population)",7.5147
196,Cyprus,2010,Life expectancy at birth for both sexes (years),78.964
196,Cyprus,2010,Life expectancy at birth for males (years),76.85
196,Cyprus,2010,Life expectancy at birth for females (years),81.1
196,Cyprus,2015,Population annual rate of increase (percent),0.851
196,Cyprus,2015,Total fertility rate (children per women),1.38
196,Cyprus,2015,"Infant mortality for both sexes (per 1,000 live births)",4.193
196,Cyprus,2015,"Maternal mortality ratio (deaths per 100,000 population)",6.9296
196,Cyprus,2015,Life expectancy at birth for both sexes (years),79.925
196,Cyprus,2015,Life expectancy at birth for males (years),77.69
196,Cyprus,2015,Life expectancy at birth for females (years),82.17
203,Czechia,2005,Population annual rate of increase (percent),-0.061
203,Czechia,2005,Total fertility rate (children per women),1.187
203,Czechia,2005,"Infant mortality for both sexes (per 1,000 live births)",3.955
203,Czechia,2005,"Maternal mortality ratio (deaths per 100,000 population)",6.0792
203,Czechia,2005,Life expectancy at birth for both sexes (years),75.533
203,Czechia,2005,Life expectancy at birth for males (years),72.21
203,Czechia,2005,Life expectancy at birth for females (years),78.78
203,Czechia,2010,Population annual rate of increase (percent),0.535
203,Czechia,2010,Total fertility rate (children per women),1.4286
203,Czechia,2010,"Infant mortality for both sexes (per 1,000 live births)",3.078
203,Czechia,2010,"Maternal mortality ratio (deaths per 100,000 population)",4.5868
203,Czechia,2010,Life expectancy at birth for both sexes (years),76.986
203,Czechia,2010,Life expectancy at birth for males (years),73.79
203,Czechia,2010,Life expectancy at birth for females (years),80.09
203,Czechia,2015,Population annual rate of increase (percent),0.123
203,Czechia,2015,Total fertility rate (children per women),1.4789
203,Czechia,2015,"Infant mortality for both sexes (per 1,000 live births)",2.528
203,Czechia,2015,"Maternal mortality ratio (deaths per 100,000 population)",4.4151
203,Czechia,2015,Life expectancy at birth for both sexes (years),78.161
203,Czechia,2015,Life expectancy at birth for males (years),75.11
203,Czechia,2015,Life expectancy at birth for females (years),81.15
408,Dem. People's Rep. Korea,2005,Population annual rate of increase (percent),0.833
408,Dem. People's Rep. Korea,2005,Total fertility rate (children per women),2
408,Dem. People's Rep. Korea,2005,"Infant mortality for both sexes (per 1,000 live births)",28.498
408,Dem. People's Rep. Korea,2005,"Maternal mortality ratio (deaths per 100,000 population)",104.7452
408,Dem. People's Rep. Korea,2005,Life expectancy at birth for both sexes (years),68.061
408,Dem. People's Rep. Korea,2005,Life expectancy at birth for males (years),64.18
408,Dem. People's Rep. Korea,2005,Life expectancy at birth for females (years),71.46
408,Dem. People's Rep. Korea,2010,Population annual rate of increase (percent),0.532
408,Dem. People's Rep. Korea,2010,Total fertility rate (children per women),1.95
408,Dem. People's Rep. Korea,2010,"Infant mortality for both sexes (per 1,000 live births)",27.269
408,Dem. People's Rep. Korea,2010,"Maternal mortality ratio (deaths per 100,000 population)",97.4541
408,Dem. People's Rep. Korea,2010,Life expectancy at birth for both sexes (years),68.441
408,Dem. People's Rep. Korea,2010,Life expectancy at birth for males (years),64.8
408,Dem. People's Rep. Korea,2010,Life expectancy at birth for females (years),71.75
408,Dem. People's Rep. Korea,2015,Population annual rate of increase (percent),0.511
408,Dem. People's Rep. Korea,2015,Total fertility rate (children per women),1.93
408,Dem. People's Rep. Korea,2015,"Infant mortality for both sexes (per 1,000 live births)",18.54
408,Dem. People's Rep. Korea,2015,"Maternal mortality ratio (deaths per 100,000 population)",82.4627
408,Dem. People's Rep. Korea,2015,Life expectancy at birth for both sexes (years),70.793
408,Dem. People's Rep. Korea,2015,Life expectancy at birth for males (years),67.17
408,Dem. People's Rep. Korea,2015,Life expectancy at birth for females (years),74.1
180,Dem. Rep. of the Congo,2005,Population annual rate of increase (percent),3.021
180,Dem. Rep. of the Congo,2005,Total fertility rate (children per women),6.7167
180,Dem. Rep. of the Congo,2005,"Infant mortality for both sexes (per 1,000 live births)",99.473
180,Dem. Rep. of the Congo,2005,"Maternal mortality ratio (deaths per 100,000 population)",787.2143
180,Dem. Rep. of the Congo,2005,Life expectancy at birth for both sexes (years),51.838
180,Dem. Rep. of the Congo,2005,Life expectancy at birth for males (years),50.39
180,Dem. Rep. of the Congo,2005,Life expectancy at birth for females (years),53.28
180,Dem. Rep. of the Congo,2010,Population annual rate of increase (percent),3.284
180,Dem. Rep. of the Congo,2010,Total fertility rate (children per women),6.6334
180,Dem. Rep. of the Congo,2010,"Infant mortality for both sexes (per 1,000 live births)",83.825
180,Dem. Rep. of the Congo,2010,"Maternal mortality ratio (deaths per 100,000 population)",793.6745
180,Dem. Rep. of the Congo,2010,Life expectancy at birth for both sexes (years),55.482
180,Dem. Rep. of the Congo,2010,Life expectancy at birth for males (years),54.04
180,Dem. Rep. of the Congo,2010,Life expectancy at birth for females (years),56.92
180,Dem. Rep. of the Congo,2015,Population annual rate of increase (percent),3.326
180,Dem. Rep. of the Congo,2015,Total fertility rate (children per women),6.4
180,Dem. Rep. of the Congo,2015,"Infant mortality for both sexes (per 1,000 live births)",73.145
180,Dem. Rep. of the Congo,2015,"Maternal mortality ratio (deaths per 100,000 population)",693.3502
180,Dem. Rep. of the Congo,2015,Life expectancy at birth for both sexes (years),58.101
180,Dem. Rep. of the Congo,2015,Life expectancy at birth for males (years),56.67
180,Dem. Rep. of the Congo,2015,Life expectancy at birth for females (years),59.53
208,Denmark,2005,Population annual rate of increase (percent),0.299
208,Denmark,2005,Total fertility rate (children per women),1.76
208,Denmark,2005,"Infant mortality for both sexes (per 1,000 live births)",4.549
208,Denmark,2005,"Maternal mortality ratio (deaths per 100,000 population)",8.2432
208,Denmark,2005,Life expectancy at birth for both sexes (years),77.341
208,Denmark,2005,Life expectancy at birth for males (years),75.01
208,Denmark,2005,Life expectancy at birth for females (years),79.63
208,Denmark,2010,Population annual rate of increase (percent),0.485
208,Denmark,2010,Total fertility rate (children per women),1.8537
208,Denmark,2010,"Infant mortality for both sexes (per 1,000 live births)",3.729
208,Denmark,2010,"Maternal mortality ratio (deaths per 100,000 population)",7.3712
208,Denmark,2010,Life expectancy at birth for both sexes (years),78.582
208,Denmark,2010,Life expectancy at birth for males (years),76.37
208,Denmark,2010,Life expectancy at birth for females (years),80.77
208,Denmark,2015,Population annual rate of increase (percent),0.476
208,Denmark,2015,Total fertility rate (children per women),1.73
208,Denmark,2015,"Infant mortality for both sexes (per 1,000 live births)",3.507
208,Denmark,2015,"Maternal mortality ratio (deaths per 100,000 population)",6.4969
208,Denmark,2015,Life expectancy at birth for both sexes (years),80.143
208,Denmark,2015,Life expectancy at birth for males (years),78.1
208,Denmark,2015,Life expectancy at birth for females (years),82.16
262,Djibouti,2005,Population annual rate of increase (percent),1.751
262,Djibouti,2005,Total fertility rate (children per women),4.21
262,Djibouti,2005,"Infant mortality for both sexes (per 1,000 live births)",68.095
262,Djibouti,2005,"Maternal mortality ratio (deaths per 100,000 population)",341.0264
262,Djibouti,2005,Life expectancy at birth for both sexes (years),57.292
262,Djibouti,2005,Life expectancy at birth for males (years),55.85
262,Djibouti,2005,Life expectancy at birth for females (years),58.78
262,Djibouti,2010,Population annual rate of increase (percent),1.404
262,Djibouti,2010,Total fertility rate (children per women),3.55
262,Djibouti,2010,"Infant mortality for both sexes (per 1,000 live births)",63.416
262,Djibouti,2010,"Maternal mortality ratio (deaths per 100,000 population)",274.9683
262,Djibouti,2010,Life expectancy at birth for both sexes (years),59.05
262,Djibouti,2010,Life expectancy at birth for males (years),57.6
262,Djibouti,2010,Life expectancy at birth for females (years),60.54
262,Djibouti,2015,Population annual rate of increase (percent),1.684
262,Djibouti,2015,Total fertility rate (children per women),3.1
262,Djibouti,2015,"Infant mortality for both sexes (per 1,000 live births)",55.669
262,Djibouti,2015,"Maternal mortality ratio (deaths per 100,000 population)",229.1775
262,Djibouti,2015,Life expectancy at birth for both sexes (years),61.555
262,Djibouti,2015,Life expectancy at birth for males (years),60.04
262,Djibouti,2015,Life expectancy at birth for females (years),63.24
212,Dominica,2001,Total fertility rate (children per women),3
212,Dominica,2005,Population annual rate of increase (percent),0.27
212,Dominica,2008,Life expectancy at birth for males (years),73.79
212,Dominica,2008,Life expectancy at birth for females (years),78.15
212,Dominica,2010,Population annual rate of increase (percent),0.23
212,Dominica,2015,Population annual rate of increase (percent),0.476
214,Dominican Republic,2005,Population annual rate of increase (percent),1.426
214,Dominican Republic,2005,Total fertility rate (children per women),2.75
214,Dominican Republic,2005,"Infant mortality for both sexes (per 1,000 live births)",34.912
214,Dominican Republic,2005,"Maternal mortality ratio (deaths per 100,000 population)",64.3051
214,Dominican Republic,2005,Life expectancy at birth for both sexes (years),70.078
214,Dominican Republic,2005,Life expectancy at birth for males (years),67.2
214,Dominican Republic,2005,Life expectancy at birth for females (years),73.22
214,Dominican Republic,2010,Population annual rate of increase (percent),1.273
214,Dominican Republic,2010,Total fertility rate (children per women),2.57
214,Dominican Republic,2010,"Infant mortality for both sexes (per 1,000 live births)",29.544
214,Dominican Republic,2010,"Maternal mortality ratio (deaths per 100,000 population)",75.4188
214,Dominican Republic,2010,Life expectancy at birth for both sexes (years),71.446
214,Dominican Republic,2010,Life expectancy at birth for males (years),68.52
214,Dominican Republic,2010,Life expectancy at birth for females (years),74.64
214,Dominican Republic,2015,Population annual rate of increase (percent),1.175
214,Dominican Republic,2015,Total fertility rate (children per women),2.45
214,Dominican Republic,2015,"Infant mortality for both sexes (per 1,000 live births)",27.494
214,Dominican Republic,2015,"Maternal mortality ratio (deaths per 100,000 population)",92.0766
214,Dominican Republic,2015,Life expectancy at birth for both sexes (years),72.618
214,Dominican Republic,2015,Life expectancy at birth for males (years),69.62
214,Dominican Republic,2015,Life expectancy at birth for females (years),75.86
218,Ecuador,2005,Population annual rate of increase (percent),1.729
218,Ecuador,2005,Total fertility rate (children per women),2.94
218,Ecuador,2005,"Infant mortality for both sexes (per 1,000 live births)",23.642
218,Ecuador,2005,"Maternal mortality ratio (deaths per 100,000 population)",74.1209
218,Ecuador,2005,Life expectancy at birth for both sexes (years),73.526
218,Ecuador,2005,Life expectancy at birth for males (years),70.66
218,Ecuador,2005,Life expectancy at birth for females (years),76.54
218,Ecuador,2010,Population annual rate of increase (percent),1.645
218,Ecuador,2010,Total fertility rate (children per women),2.69
218,Ecuador,2010,"Infant mortality for both sexes (per 1,000 live births)",19.13
218,Ecuador,2010,"Maternal mortality ratio (deaths per 100,000 population)",74.8714
218,Ecuador,2010,Life expectancy at birth for both sexes (years),74.594
218,Ecuador,2010,Life expectancy at birth for males (years),71.73
218,Ecuador,2010,Life expectancy at birth for females (years),77.59
218,Ecuador,2015,Population annual rate of increase (percent),1.539
218,Ecuador,2015,Total fertility rate (children per women),2.56
218,Ecuador,2015,"Infant mortality for both sexes (per 1,000 live births)",15.073
218,Ecuador,2015,"Maternal mortality ratio (deaths per 100,000 population)",63.7794
218,Ecuador,2015,Life expectancy at birth for both sexes (years),75.586
218,Ecuador,2015,Life expectancy at birth for males (years),72.81
218,Ecuador,2015,Life expectancy at birth for females (years),78.48
818,Egypt,2005,Population annual rate of increase (percent),1.856
818,Egypt,2005,Total fertility rate (children per women),3.15
818,Egypt,2005,"Infant mortality for both sexes (per 1,000 live births)",29.349
818,Egypt,2005,"Maternal mortality ratio (deaths per 100,000 population)",51.8047
818,Egypt,2005,Life expectancy at birth for both sexes (years),68.984
818,Egypt,2005,Life expectancy at birth for males (years),66.65
818,Egypt,2005,Life expectancy at birth for females (years),71.41
818,Egypt,2010,Population annual rate of increase (percent),1.83
818,Egypt,2010,Total fertility rate (children per women),3.02
818,Egypt,2010,"Infant mortality for both sexes (per 1,000 live births)",23.467
818,Egypt,2010,"Maternal mortality ratio (deaths per 100,000 population)",40.4809
818,Egypt,2010,Life expectancy at birth for both sexes (years),69.867
818,Egypt,2010,Life expectancy at birth for males (years),67.62
818,Egypt,2010,Life expectancy at birth for females (years),72.21
818,Egypt,2015,Population annual rate of increase (percent),2.213
818,Egypt,2015,Total fertility rate (children per women),3.45
818,Egypt,2015,"Infant mortality for both sexes (per 1,000 live births)",18.921
818,Egypt,2015,"Maternal mortality ratio (deaths per 100,000 population)",33.0396
818,Egypt,2015,Life expectancy at birth for both sexes (years),70.834
818,Egypt,2015,Life expectancy at birth for males (years),68.71
818,Egypt,2015,Life expectancy at birth for females (years),73.05
222,El Salvador,2005,Population annual rate of increase (percent),0.55
222,El Salvador,2005,Total fertility rate (children per women),2.7225
222,El Salvador,2005,"Infant mortality for both sexes (per 1,000 live births)",23.591
222,El Salvador,2005,"Maternal mortality ratio (deaths per 100,000 population)",67.9646
222,El Salvador,2005,Life expectancy at birth for both sexes (years),69.574
222,El Salvador,2005,Life expectancy at birth for males (years),64.99
222,El Salvador,2005,Life expectancy at birth for females (years),74.08
222,El Salvador,2010,Population annual rate of increase (percent),0.431
222,El Salvador,2010,Total fertility rate (children per women),2.3952
222,El Salvador,2010,"Infant mortality for both sexes (per 1,000 live births)",21.55
222,El Salvador,2010,"Maternal mortality ratio (deaths per 100,000 population)",58.8131
222,El Salvador,2010,Life expectancy at birth for both sexes (years),70.617
222,El Salvador,2010,Life expectancy at birth for males (years),65.93
222,El Salvador,2010,Life expectancy at birth for females (years),75.13
222,El Salvador,2015,Population annual rate of increase (percent),0.452
222,El Salvador,2015,Total fertility rate (children per women),2.17
222,El Salvador,2015,"Infant mortality for both sexes (per 1,000 live births)",17.708
222,El Salvador,2015,"Maternal mortality ratio (deaths per 100,000 population)",54.0803
222,El Salvador,2015,Life expectancy at birth for both sexes (years),71.818
222,El Salvador,2015,Life expectancy at birth for males (years),67.04
222,El Salvador,2015,Life expectancy at birth for females (years),76.32
226,Equatorial Guinea,2005,Population annual rate of increase (percent),4.245
226,Equatorial Guinea,2005,Total fertility rate (children per women),5.692
226,Equatorial Guinea,2005,"Infant mortality for both sexes (per 1,000 live births)",95.417
226,Equatorial Guinea,2005,"Maternal mortality ratio (deaths per 100,000 population)",483.0188
226,Equatorial Guinea,2005,Life expectancy at birth for both sexes (years),53.989
226,Equatorial Guinea,2005,Life expectancy at birth for males (years),52.84
226,Equatorial Guinea,2005,Life expectancy at birth for females (years),55.23
226,Equatorial Guinea,2010,Population annual rate of increase (percent),4.606
226,Equatorial Guinea,2010,Total fertility rate (children per women),5.4005
226,Equatorial Guinea,2010,"Infant mortality for both sexes (per 1,000 live births)",84.634
226,Equatorial Guinea,2010,"Maternal mortality ratio (deaths per 100,000 population)",378.7918
226,Equatorial Guinea,2010,Life expectancy at birth for both sexes (years),54.895
226,Equatorial Guinea,2010,Life expectancy at birth for males (years),53.85
226,Equatorial Guinea,2010,Life expectancy at birth for females (years),56.04
226,Equatorial Guinea,2015,Population annual rate of increase (percent),4.276
226,Equatorial Guinea,2015,Total fertility rate (children per women),4.9942
226,Equatorial Guinea,2015,"Infant mortality for both sexes (per 1,000 live births)",73.79
