Region/Country/Area,,Year,Series,Value
68,Bolivia (Plurin. State of),2014,Public expenditure on education (% of government expenditure),16.8421
68,Bolivia (Plurin. State of),2014,Public expenditure on education (% of GDP),7.2854
72,Botswana,2005,Expenditure by level of education: primary (as % of government expenditure),30.0308
72,Botswana,2005,Expenditure by level of education: secondary (as % of government expenditure),39.6159
72,Botswana,2005,Expenditure by level of education: tertiary (as % of government expenditure),27.8669
72,Botswana,2005,Public expenditure on education (% of government expenditure),25.8235
72,Botswana,2005,Public expenditure on education (% of GDP),10.6786
72,Botswana,2009,Capital expenditure as % of total expenditure in public institutions (%),9.7643
72,Botswana,2009,Expenditure by level of education: primary (as % of government expenditure),17.8223
72,Botswana,2009,Expenditure by level of education: secondary (as % of government expenditure),32.6955
72,Botswana,2009,Expenditure by level of education: tertiary (as % of government expenditure),41.5094
72,Botswana,2009,Public expenditure on education (% of government expenditure),20.4774
72,Botswana,2009,Public expenditure on education (% of GDP),9.6329
76,Brazil,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.6011
76,Brazil,2005,All staff compensation as % of total expenditure in public institutions (%),70.2663
76,Brazil,2005,Capital expenditure as % of total expenditure in public institutions (%),6.1326
76,Brazil,2005,Expenditure by level of education: pre-primary (as % of government expenditure),8.2009
76,Brazil,2005,Expenditure by level of education: primary (as % of government expenditure),34.0156
76,Brazil,2005,Expenditure by level of education: secondary (as % of government expenditure),38.7885
76,Brazil,2005,Expenditure by level of education: tertiary (as % of government expenditure),18.995
76,Brazil,2005,Public expenditure on education (% of government expenditure),11.2574
76,Brazil,2005,Public expenditure on education (% of GDP),4.4791
76,Brazil,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.2804
76,Brazil,2010,All staff compensation as % of total expenditure in public institutions (%),68.4711
76,Brazil,2010,Capital expenditure as % of total expenditure in public institutions (%),7.2485
76,Brazil,2010,Expenditure by level of education: pre-primary (as % of government expenditure),7.6109
76,Brazil,2010,Expenditure by level of education: primary (as % of government expenditure),31.326
76,Brazil,2010,Expenditure by level of education: secondary (as % of government expenditure),44.6649
76,Brazil,2010,Expenditure by level of education: tertiary (as % of government expenditure),16.3982
76,Brazil,2010,Public expenditure on education (% of government expenditure),14.5604
76,Brazil,2010,Public expenditure on education (% of GDP),5.6488
76,Brazil,2011,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.7186
76,Brazil,2011,All staff compensation as % of total expenditure in public institutions (%),73.1655
76,Brazil,2011,Capital expenditure as % of total expenditure in public institutions (%),6.1159
76,Brazil,2011,Expenditure by level of education: pre-primary (as % of government expenditure),8.8331
76,Brazil,2011,Expenditure by level of education: primary (as % of government expenditure),29.2856
76,Brazil,2011,Expenditure by level of education: secondary (as % of government expenditure),45.118
76,Brazil,2011,Expenditure by level of education: tertiary (as % of government expenditure),16.7634
76,Brazil,2011,Public expenditure on education (% of government expenditure),15.269
76,Brazil,2011,Public expenditure on education (% of GDP),5.7374
76,Brazil,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),21.3354
76,Brazil,2015,All staff compensation as % of total expenditure in public institutions (%),74.7159
76,Brazil,2015,Capital expenditure as % of total expenditure in public institutions (%),3.9487
76,Brazil,2015,Expenditure by level of education: primary (as % of government expenditure),25.6151
76,Brazil,2015,Expenditure by level of education: secondary (as % of government expenditure),41.3708
76,Brazil,2015,Expenditure by level of education: tertiary (as % of government expenditure),21.454
76,Brazil,2015,Public expenditure on education (% of government expenditure),16.2488
76,Brazil,2015,Public expenditure on education (% of GDP),6.2411
92,British Virgin Islands,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),2.345
92,British Virgin Islands,2004,All staff compensation as % of total expenditure in public institutions (%),90.2975
92,British Virgin Islands,2004,Capital expenditure as % of total expenditure in public institutions (%),7.3575
92,British Virgin Islands,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),0.6568
92,British Virgin Islands,2005,All staff compensation as % of total expenditure in public institutions (%),99.3432
92,British Virgin Islands,2005,Expenditure by level of education: pre-primary (as % of government expenditure),0.0743
92,British Virgin Islands,2005,Expenditure by level of education: primary (as % of government expenditure),33.7486
92,British Virgin Islands,2005,Expenditure by level of education: secondary (as % of government expenditure),31.2194
92,British Virgin Islands,2005,Expenditure by level of education: tertiary (as % of government expenditure),34.2308
92,British Virgin Islands,2005,Public expenditure on education (% of GDP),3.5497
92,British Virgin Islands,2007,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.1171
92,British Virgin Islands,2007,All staff compensation as % of total expenditure in public institutions (%),77.815
92,British Virgin Islands,2007,Capital expenditure as % of total expenditure in public institutions (%),7.0679
92,British Virgin Islands,2007,Expenditure by level of education: pre-primary (as % of government expenditure),0.055
92,British Virgin Islands,2007,Expenditure by level of education: primary (as % of government expenditure),28.442
92,British Virgin Islands,2007,Expenditure by level of education: secondary (as % of government expenditure),37.7467
92,British Virgin Islands,2007,Expenditure by level of education: tertiary (as % of government expenditure),33.1133
92,British Virgin Islands,2007,Public expenditure on education (% of GDP),3.6728
92,British Virgin Islands,2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.0513
92,British Virgin Islands,2010,Expenditure by level of education: primary (as % of government expenditure),34.0679
92,British Virgin Islands,2010,Expenditure by level of education: secondary (as % of government expenditure),33.9873
92,British Virgin Islands,2010,Public expenditure on education (% of GDP),4.4478
92,British Virgin Islands,2015,Expenditure by level of education: pre-primary (as % of government expenditure),0.0386
92,British Virgin Islands,2015,Expenditure by level of education: primary (as % of government expenditure),16.5641
92,British Virgin Islands,2015,Expenditure by level of education: secondary (as % of government expenditure),19.0398
92,British Virgin Islands,2015,Expenditure by level of education: tertiary (as % of government expenditure),22.1194
92,British Virgin Islands,2015,Public expenditure on education (% of GDP),6.3173
92,British Virgin Islands,2017,Expenditure by level of education: primary (as % of government expenditure),29.8569
92,British Virgin Islands,2017,Expenditure by level of education: secondary (as % of government expenditure),35.0716
92,British Virgin Islands,2017,Expenditure by level of education: tertiary (as % of government expenditure),35.0716
96,Brunei Darussalam,2000,Public expenditure on education (% of government expenditure),8.9207
96,Brunei Darussalam,2000,Public expenditure on education (% of GDP),3.7059
96,Brunei Darussalam,2010,Expenditure by level of education: primary (as % of government expenditure),28.541
96,Brunei Darussalam,2010,Expenditure by level of education: secondary (as % of government expenditure),46.7816
96,Brunei Darussalam,2010,Expenditure by level of education: tertiary (as % of government expenditure),24.3798
96,Brunei Darussalam,2010,Public expenditure on education (% of government expenditure),5.3021
96,Brunei Darussalam,2010,Public expenditure on education (% of GDP),2.0466
96,Brunei Darussalam,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),30.5715
96,Brunei Darussalam,2016,All staff compensation as % of total expenditure in public institutions (%),66.1974
96,Brunei Darussalam,2016,Capital expenditure as % of total expenditure in public institutions (%),3.2312
96,Brunei Darussalam,2016,Expenditure by level of education: pre-primary (as % of government expenditure),0.7383
96,Brunei Darussalam,2016,Expenditure by level of education: primary (as % of government expenditure),19.5228
96,Brunei Darussalam,2016,Expenditure by level of education: secondary (as % of government expenditure),60.8444
96,Brunei Darussalam,2016,Expenditure by level of education: tertiary (as % of government expenditure),18.8945
96,Brunei Darussalam,2016,Public expenditure on education (% of government expenditure),11.442
96,Brunei Darussalam,2016,Public expenditure on education (% of GDP),4.4254
100,Bulgaria,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.694
100,Bulgaria,2005,All staff compensation as % of total expenditure in public institutions (%),63.1955
100,Bulgaria,2005,Capital expenditure as % of total expenditure in public institutions (%),10.1105
100,Bulgaria,2005,Expenditure by level of education: pre-primary (as % of government expenditure),16.8514
100,Bulgaria,2005,Expenditure by level of education: primary (as % of government expenditure),20.3
100,Bulgaria,2005,Expenditure by level of education: secondary (as % of government expenditure),45.9355
100,Bulgaria,2005,Expenditure by level of education: tertiary (as % of government expenditure),16.8597
100,Bulgaria,2005,Public expenditure on education (% of government expenditure),12.0725
100,Bulgaria,2005,Public expenditure on education (% of GDP),4.1411
100,Bulgaria,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),28.3753
100,Bulgaria,2010,All staff compensation as % of total expenditure in public institutions (%),66.556
100,Bulgaria,2010,Capital expenditure as % of total expenditure in public institutions (%),5.0687
100,Bulgaria,2010,Expenditure by level of education: pre-primary (as % of government expenditure),22.5304
100,Bulgaria,2010,Expenditure by level of education: primary (as % of government expenditure),19.5875
100,Bulgaria,2010,Expenditure by level of education: secondary (as % of government expenditure),42.9761
100,Bulgaria,2010,Expenditure by level of education: tertiary (as % of government expenditure),14.8077
100,Bulgaria,2010,Public expenditure on education (% of government expenditure),11.1634
100,Bulgaria,2010,Public expenditure on education (% of GDP),3.8635
100,Bulgaria,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.9372
100,Bulgaria,2013,All staff compensation as % of total expenditure in public institutions (%),71.7611
100,Bulgaria,2013,Capital expenditure as % of total expenditure in public institutions (%),7.3017
100,Bulgaria,2013,Expenditure by level of education: pre-primary (as % of government expenditure),25.3398
100,Bulgaria,2013,Expenditure by level of education: primary (as % of government expenditure),19.6964
100,Bulgaria,2013,Expenditure by level of education: secondary (as % of government expenditure),38.9119
100,Bulgaria,2013,Expenditure by level of education: tertiary (as % of government expenditure),15.9161
100,Bulgaria,2013,Public expenditure on education (% of government expenditure),11.4398
100,Bulgaria,2013,Public expenditure on education (% of GDP),4.062
854,Burkina Faso,2005,Expenditure by level of education: pre-primary (as % of government expenditure),0.2001
854,Burkina Faso,2005,Expenditure by level of education: primary (as % of government expenditure),71.181
854,Burkina Faso,2005,Expenditure by level of education: secondary (as % of government expenditure),10.3247
854,Burkina Faso,2005,Expenditure by level of education: tertiary (as % of government expenditure),9.5753
854,Burkina Faso,2005,Public expenditure on education (% of government expenditure),19.4942
854,Burkina Faso,2005,Public expenditure on education (% of GDP),4.4326
854,Burkina Faso,2007,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),7.9532
854,Burkina Faso,2007,All staff compensation as % of total expenditure in public institutions (%),56.7152
854,Burkina Faso,2007,Capital expenditure as % of total expenditure in public institutions (%),35.3316
854,Burkina Faso,2007,Expenditure by level of education: pre-primary (as % of government expenditure),0.6226
854,Burkina Faso,2007,Expenditure by level of education: primary (as % of government expenditure),67.0338
854,Burkina Faso,2007,Expenditure by level of education: secondary (as % of government expenditure),15.7194
854,Burkina Faso,2007,Expenditure by level of education: tertiary (as % of government expenditure),15.2019
854,Burkina Faso,2007,Public expenditure on education (% of government expenditure),17.8638
854,Burkina Faso,2007,Public expenditure on education (% of GDP),4.5886
854,Burkina Faso,2010,Expenditure by level of education: primary (as % of government expenditure),60.3412
854,Burkina Faso,2010,Expenditure by level of education: secondary (as % of government expenditure),18.0019
854,Burkina Faso,2010,Expenditure by level of education: tertiary (as % of government expenditure),18.8408
854,Burkina Faso,2010,Public expenditure on education (% of government expenditure),16.1728
854,Burkina Faso,2010,Public expenditure on education (% of GDP),3.939
854,Burkina Faso,2015,Expenditure by level of education: pre-primary (as % of government expenditure),0.0737
854,Burkina Faso,2015,Expenditure by level of education: primary (as % of government expenditure),57.868
854,Burkina Faso,2015,Expenditure by level of education: secondary (as % of government expenditure),22.0908
854,Burkina Faso,2015,Expenditure by level of education: tertiary (as % of government expenditure),13.6521
854,Burkina Faso,2015,Public expenditure on education (% of government expenditure),18.0271
854,Burkina Faso,2015,Public expenditure on education (% of GDP),4.1661
108,Burundi,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.659
108,Burundi,2004,All staff compensation as % of total expenditure in public institutions (%),57.7825
108,Burundi,2004,Capital expenditure as % of total expenditure in public institutions (%),26.5584
108,Burundi,2004,Expenditure by level of education: pre-primary (as % of government expenditure),0.0166
108,Burundi,2004,Expenditure by level of education: primary (as % of government expenditure),50.6576
108,Burundi,2004,Expenditure by level of education: secondary (as % of government expenditure),29.4529
108,Burundi,2004,Expenditure by level of education: tertiary (as % of government expenditure),18.2829
108,Burundi,2004,Public expenditure on education (% of government expenditure),9.1791
108,Burundi,2004,Public expenditure on education (% of GDP),3.745
108,Burundi,2005,Expenditure by level of education: primary (as % of government expenditure),51.5574
108,Burundi,2005,Expenditure by level of education: secondary (as % of government expenditure),33.1097
108,Burundi,2005,Expenditure by level of education: tertiary (as % of government expenditure),15.3076
108,Burundi,2005,Public expenditure on education (% of government expenditure),10.9593
108,Burundi,2005,Public expenditure on education (% of GDP),3.6317
108,Burundi,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.6736
108,Burundi,2010,All staff compensation as % of total expenditure in public institutions (%),68.4787
108,Burundi,2010,Capital expenditure as % of total expenditure in public institutions (%),7.857
108,Burundi,2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.0233
108,Burundi,2010,Expenditure by level of education: primary (as % of government expenditure),45.4176
108,Burundi,2010,Expenditure by level of education: secondary (as % of government expenditure),27.9172
108,Burundi,2010,Expenditure by level of education: tertiary (as % of government expenditure),18.0336
108,Burundi,2010,Public expenditure on education (% of government expenditure),16.5881
108,Burundi,2010,Public expenditure on education (% of GDP),6.7929
108,Burundi,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.5046
108,Burundi,2012,All staff compensation as % of total expenditure in public institutions (%),77.5862
108,Burundi,2012,Capital expenditure as % of total expenditure in public institutions (%),1.9092
108,Burundi,2012,Expenditure by level of education: pre-primary (as % of government expenditure),0.0264
108,Burundi,2012,Expenditure by level of education: primary (as % of government expenditure),43.9956
108,Burundi,2012,Expenditure by level of education: secondary (as % of government expenditure),24.2159
108,Burundi,2012,Expenditure by level of education: tertiary (as % of government expenditure),20.579
108,Burundi,2012,Public expenditure on education (% of government expenditure),16.4283
108,Burundi,2012,Public expenditure on education (% of GDP),5.8209
108,Burundi,2013,Expenditure by level of education: pre-primary (as % of government expenditure),0.0277
108,Burundi,2013,Expenditure by level of education: primary (as % of government expenditure),45.43
108,Burundi,2013,Expenditure by level of education: secondary (as % of government expenditure),26.8172
108,Burundi,2013,Expenditure by level of education: tertiary (as % of government expenditure),24.2337
108,Burundi,2013,Public expenditure on education (% of government expenditure),17.2433
108,Burundi,2013,Public expenditure on education (% of GDP),5.4148
108,Burundi,2017,Public expenditure on education (% of government expenditure),20.4014
108,Burundi,2017,Public expenditure on education (% of GDP),4.3441
132,Cabo Verde,2002,Expenditure by level of education: primary (as % of government expenditure),43.8118
132,Cabo Verde,2002,Expenditure by level of education: secondary (as % of government expenditure),29.8449
132,Cabo Verde,2002,Expenditure by level of education: tertiary (as % of government expenditure),17.5131
132,Cabo Verde,2002,Public expenditure on education (% of government expenditure),19.7662
132,Cabo Verde,2002,Public expenditure on education (% of GDP),7.8768
132,Cabo Verde,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),3.3407
132,Cabo Verde,2004,All staff compensation as % of total expenditure in public institutions (%),79.974
132,Cabo Verde,2004,Capital expenditure as % of total expenditure in public institutions (%),16.6853
132,Cabo Verde,2004,Public expenditure on education (% of government expenditure),20.8405
132,Cabo Verde,2004,Public expenditure on education (% of GDP),7.4766
132,Cabo Verde,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),2.1387
132,Cabo Verde,2005,All staff compensation as % of total expenditure in public institutions (%),82.4251
132,Cabo Verde,2005,Capital expenditure as % of total expenditure in public institutions (%),16.7345
132,Cabo Verde,2008,Capital expenditure as % of total expenditure in public institutions (%),15.912
132,Cabo Verde,2008,Expenditure by level of education: pre-primary (as % of government expenditure),0.3089
132,Cabo Verde,2008,Expenditure by level of education: primary (as % of government expenditure),36.3238
132,Cabo Verde,2008,Expenditure by level of education: secondary (as % of government expenditure),36.5733
132,Cabo Verde,2008,Expenditure by level of education: tertiary (as % of government expenditure),11.2739
132,Cabo Verde,2008,Public expenditure on education (% of government expenditure),18.241
132,Cabo Verde,2008,Public expenditure on education (% of GDP),5.518
132,Cabo Verde,2009,Expenditure by level of education: primary (as % of government expenditure),44.0823
132,Cabo Verde,2009,Expenditure by level of education: secondary (as % of government expenditure),32.9578
132,Cabo Verde,2009,Expenditure by level of education: tertiary (as % of government expenditure),13.9666
132,Cabo Verde,2009,Public expenditure on education (% of government expenditure),15.8866
132,Cabo Verde,2009,Public expenditure on education (% of GDP),5.309
132,Cabo Verde,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.5965
132,Cabo Verde,2010,All staff compensation as % of total expenditure in public institutions (%),77.1481
132,Cabo Verde,2010,Capital expenditure as % of total expenditure in public institutions (%),7.2554
132,Cabo Verde,2010,Public expenditure on education (% of government expenditure),14.2169
132,Cabo Verde,2010,Public expenditure on education (% of GDP),5.5673
132,Cabo Verde,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),12.2391
132,Cabo Verde,2016,All staff compensation as % of total expenditure in public institutions (%),82.8178
132,Cabo Verde,2016,Capital expenditure as % of total expenditure in public institutions (%),4.9431
132,Cabo Verde,2016,Expenditure by level of education: pre-primary (as % of government expenditure),1.0585
132,Cabo Verde,2016,Expenditure by level of education: primary (as % of government expenditure),39.0845
132,Cabo Verde,2016,Expenditure by level of education: secondary (as % of government expenditure),40.8465
132,Cabo Verde,2016,Expenditure by level of education: tertiary (as % of government expenditure),17.6412
132,Cabo Verde,2016,Public expenditure on education (% of government expenditure),17.843
132,Cabo Verde,2016,Public expenditure on education (% of GDP),5.3665
132,Cabo Verde,2017,Expenditure by level of education: pre-primary (as % of government expenditure),1.0347
132,Cabo Verde,2017,Expenditure by level of education: primary (as % of government expenditure),38.0945
132,Cabo Verde,2017,Expenditure by level of education: secondary (as % of government expenditure),39.9285
132,Cabo Verde,2017,Expenditure by level of education: tertiary (as % of government expenditure),17.1511
132,Cabo Verde,2017,Public expenditure on education (% of government expenditure),16.3829
132,Cabo Verde,2017,Public expenditure on education (% of GDP),5.2247
116,Cambodia,2001,Expenditure by level of education: pre-primary (as % of government expenditure),1.0957
116,Cambodia,2001,Expenditure by level of education: primary (as % of government expenditure),74.3632
116,Cambodia,2001,Expenditure by level of education: secondary (as % of government expenditure),11.2427
116,Cambodia,2001,Public expenditure on education (% of government expenditure),11.3808
116,Cambodia,2001,Public expenditure on education (% of GDP),1.7222
116,Cambodia,2002,Expenditure by level of education: pre-primary (as % of government expenditure),1.0448
116,Cambodia,2002,Expenditure by level of education: primary (as % of government expenditure),64.5683
116,Cambodia,2002,Public expenditure on education (% of government expenditure),10.1376
116,Cambodia,2002,Public expenditure on education (% of GDP),1.7112
116,Cambodia,2004,Public expenditure on education (% of government expenditure),12.4043
116,Cambodia,2004,Public expenditure on education (% of GDP),1.7198
116,Cambodia,2010,Expenditure by level of education: pre-primary (as % of government expenditure),1.722
116,Cambodia,2010,Expenditure by level of education: primary (as % of government expenditure),49.9629
116,Cambodia,2010,Expenditure by level of education: secondary (as % of government expenditure),42.4684
116,Cambodia,2010,Expenditure by level of education: tertiary (as % of government expenditure),5.8467
116,Cambodia,2010,Public expenditure on education (% of government expenditure),7.3375
116,Cambodia,2010,Public expenditure on education (% of GDP),1.5338
116,Cambodia,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),57.3374
116,Cambodia,2012,All staff compensation as % of total expenditure in public institutions (%),42.6626
116,Cambodia,2012,Expenditure by level of education: pre-primary (as % of government expenditure),2.0448
116,Cambodia,2012,Expenditure by level of education: primary (as % of government expenditure),49.2463
116,Cambodia,2012,Expenditure by level of education: secondary (as % of government expenditure),44.0898
116,Cambodia,2012,Public expenditure on education (% of government expenditure),7.1999
116,Cambodia,2012,Public expenditure on education (% of GDP),1.5609
116,Cambodia,2013,Expenditure by level of education: pre-primary (as % of government expenditure),2.657
116,Cambodia,2013,Expenditure by level of education: primary (as % of government expenditure),49.7035
116,Cambodia,2013,Expenditure by level of education: secondary (as % of government expenditure),41.5395
116,Cambodia,2013,Expenditure by level of education: tertiary (as % of government expenditure),6.1
116,Cambodia,2013,Public expenditure on education (% of government expenditure),9.5971
116,Cambodia,2013,Public expenditure on education (% of GDP),2.0505
116,Cambodia,2014,Capital expenditure as % of total expenditure in public institutions (%),0.5472
116,Cambodia,2014,Expenditure by level of education: pre-primary (as % of government expenditure),2.6327
116,Cambodia,2014,Expenditure by level of education: primary (as % of government expenditure),48.4539
116,Cambodia,2014,Expenditure by level of education: secondary (as % of government expenditure),44.0513
116,Cambodia,2014,Public expenditure on education (% of government expenditure),8.7916
116,Cambodia,2014,Public expenditure on education (% of GDP),1.9094
120,Cameroon,2005,Expenditure by level of education: primary (as % of government expenditure),35.0643
120,Cameroon,2005,Expenditure by level of education: secondary (as % of government expenditure),51.9921
120,Cameroon,2005,Expenditure by level of education: tertiary (as % of government expenditure),12.6433
120,Cameroon,2005,Public expenditure on education (% of government expenditure),21.3776
120,Cameroon,2005,Public expenditure on education (% of GDP),2.8872
120,Cameroon,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.4745
120,Cameroon,2010,All staff compensation as % of total expenditure in public institutions (%),80.1684
120,Cameroon,2010,Capital expenditure as % of total expenditure in public institutions (%),13.3571
120,Cameroon,2010,Expenditure by level of education: pre-primary (as % of government expenditure),3.8944
120,Cameroon,2010,Expenditure by level of education: primary (as % of government expenditure),34.1618
120,Cameroon,2010,Expenditure by level of education: secondary (as % of government expenditure),52.739
120,Cameroon,2010,Expenditure by level of education: tertiary (as % of government expenditure),9.0428
120,Cameroon,2010,Public expenditure on education (% of government expenditure),18.7539
120,Cameroon,2010,Public expenditure on education (% of GDP),2.9937
120,Cameroon,2012,Expenditure by level of education: pre-primary (as % of government expenditure),3.4844
120,Cameroon,2012,Expenditure by level of education: primary (as % of government expenditure),36.1927
120,Cameroon,2012,Expenditure by level of education: secondary (as % of government expenditure),52.5531
120,Cameroon,2012,Expenditure by level of education: tertiary (as % of government expenditure),7.7698
120,Cameroon,2012,Public expenditure on education (% of government expenditure),15.1762
120,Cameroon,2012,Public expenditure on education (% of GDP),2.6972
120,Cameroon,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),10.6581
120,Cameroon,2013,All staff compensation as % of total expenditure in public institutions (%),75.7313
120,Cameroon,2013,Capital expenditure as % of total expenditure in public institutions (%),13.6107
120,Cameroon,2013,Expenditure by level of education: pre-primary (as % of government expenditure),4.0059
120,Cameroon,2013,Expenditure by level of education: primary (as % of government expenditure),33.8793
120,Cameroon,2013,Expenditure by level of education: tertiary (as % of government expenditure),10.2072
120,Cameroon,2013,Public expenditure on education (% of government expenditure),13.825
120,Cameroon,2013,Public expenditure on education (% of GDP),2.768
120,Cameroon,2017,Public expenditure on education (% of government expenditure),15.4686
120,Cameroon,2017,Public expenditure on education (% of GDP),3.0779
124,Canada,2000,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),25.9469
124,Canada,2000,All staff compensation as % of total expenditure in public institutions (%),70.4515
124,Canada,2000,Capital expenditure as % of total expenditure in public institutions (%),3.6016
124,Canada,2000,Expenditure by level of education: pre-primary (as % of government expenditure),3.8973
124,Canada,2000,Public expenditure on education (% of government expenditure),12.9826
124,Canada,2000,Public expenditure on education (% of GDP),5.442
124,Canada,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),25.3942
124,Canada,2005,All staff compensation as % of total expenditure in public institutions (%),69.9986
124,Canada,2005,Capital expenditure as % of total expenditure in public institutions (%),4.6072
124,Canada,2005,Public expenditure on education (% of government expenditure),12.1781
124,Canada,2005,Public expenditure on education (% of GDP),4.7822
124,Canada,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.4521
124,Canada,2010,All staff compensation as % of total expenditure in public institutions (%),65.8362
124,Canada,2010,Capital expenditure as % of total expenditure in public institutions (%),9.7117
124,Canada,2010,Expenditure by level of education: tertiary (as % of government expenditure),35.3895
124,Canada,2010,Public expenditure on education (% of government expenditure),12.336
124,Canada,2010,Public expenditure on education (% of GDP),5.3699
124,Canada,2011,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.0955
124,Canada,2011,All staff compensation as % of total expenditure in public institutions (%),65.4558
124,Canada,2011,Capital expenditure as % of total expenditure in public institutions (%),10.4487
124,Canada,2011,Expenditure by level of education: secondary (as % of government expenditure),26.4043
124,Canada,2011,Expenditure by level of education: tertiary (as % of government expenditure),35.5994
124,Canada,2011,Public expenditure on education (% of government expenditure),12.2191
124,Canada,2011,Public expenditure on education (% of GDP),5.2744
124,Canada,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.4165
124,Canada,2013,All staff compensation as % of total expenditure in public institutions (%),68.8117
124,Canada,2013,Capital expenditure as % of total expenditure in public institutions (%),7.7718
136,Cayman Islands,2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.2112
136,Cayman Islands,2005,Expenditure by level of education: primary (as % of government expenditure),49.2591
136,Cayman Islands,2005,Expenditure by level of education: secondary (as % of government expenditure),49.5297
136,Cayman Islands,2005,Public expenditure on education (% of GDP),1.7863
136,Cayman Islands,2006,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),2.4065
136,Cayman Islands,2006,All staff compensation as % of total expenditure in public institutions (%),97.5935
136,Cayman Islands,2006,Expenditure by level of education: primary (as % of government expenditure),45.9737
136,Cayman Islands,2006,Expenditure by level of education: secondary (as % of government expenditure),54.0264
136,Cayman Islands,2006,Public expenditure on education (% of GDP),1.9852
140,Central African Republic,2005,All staff compensation as % of total expenditure in public institutions (%),79.2417
140,Central African Republic,2005,Capital expenditure as % of total expenditure in public institutions (%),2.2474
140,Central African Republic,2005,Public expenditure on education (% of government expenditure),9.6805
140,Central African Republic,2005,Public expenditure on education (% of GDP),1.6522
140,Central African Republic,2008,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13.5384
140,Central African Republic,2008,All staff compensation as % of total expenditure in public institutions (%),84.1897
140,Central African Republic,2008,Capital expenditure as % of total expenditure in public institutions (%),2.2719
140,Central African Republic,2008,Expenditure by level of education: secondary (as % of government expenditure),25.9133
140,Central African Republic,2008,Expenditure by level of education: tertiary (as % of government expenditure),17.4819
140,Central African Republic,2008,Public expenditure on education (% of government expenditure),7.86
140,Central African Republic,2008,Public expenditure on education (% of GDP),1.29
140,Central African Republic,2010,Capital expenditure as % of total expenditure in public institutions (%),1.125
140,Central African Republic,2010,Expenditure by level of education: pre-primary (as % of government expenditure),2.2669
140,Central African Republic,2010,Expenditure by level of education: primary (as % of government expenditure),53.264
140,Central African Republic,2010,Expenditure by level of education: secondary (as % of government expenditure),23.995
140,Central African Republic,2010,Expenditure by level of education: tertiary (as % of government expenditure),20.474
140,Central African Republic,2010,Public expenditure on education (% of government expenditure),6.4754
140,Central African Republic,2010,Public expenditure on education (% of GDP),1.2046
140,Central African Republic,2011,Expenditure by level of education: tertiary (as % of government expenditure),27.2911
140,Central African Republic,2011,Public expenditure on education (% of government expenditure),7.8255
140,Central African Republic,2011,Public expenditure on education (% of GDP),1.2286
148,Chad,2005,Expenditure by level of education: primary (as % of government expenditure),45.7849
148,Chad,2005,Expenditure by level of education: secondary (as % of government expenditure),35.4848
148,Chad,2005,Expenditure by level of education: tertiary (as % of government expenditure),18.7303
148,Chad,2005,Public expenditure on education (% of government expenditure),14.6728
148,Chad,2005,Public expenditure on education (% of GDP),1.6948
148,Chad,2010,Capital expenditure as % of total expenditure in public institutions (%),31.3217
148,Chad,2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.3705
148,Chad,2010,Expenditure by level of education: primary (as % of government expenditure),51.6193
148,Chad,2010,Expenditure by level of education: secondary (as % of government expenditure),27.4058
148,Chad,2010,Expenditure by level of education: tertiary (as % of government expenditure),19.7587
148,Chad,2010,Public expenditure on education (% of government expenditure),8.1193
148,Chad,2010,Public expenditure on education (% of GDP),1.9819
148,Chad,2011,Capital expenditure as % of total expenditure in public institutions (%),20.8039
